comparison,FEATURE_ID,c1_num_reps,counts_c1_g1_rep1,counts_c1_g2_rep1,counts_c1_both_rep1,counts_c1_g1_rep2,counts_c1_g2_rep2,counts_c1_both_rep2,counts_c1_g1_rep3,counts_c1_g2_rep3,counts_c1_both_rep3,prior_c1_g1,prior_c1_g2,c1_flag_analyze,c2_num_reps,counts_c2_g1_rep1,counts_c2_g2_rep1,counts_c2_both_rep1,counts_c2_g1_rep2,counts_c2_g2_rep2,counts_c2_both_rep2,counts_c2_g1_rep3,counts_c2_g2_rep3,counts_c2_both_rep3,prior_c2_g1,prior_c2_g2,c2_flag_analyze
line,fusion_id,3,98,91,46371,83,64,43926,101,58,41589,0.8,0.8,1,3,70,62,47648,59,82,37989,76,74,43673,0.8,0.8,1
line,fusion_id,3,76,84,41961,78,63,29728,80,83,44851,0.8,0.8,1,3,67,90,46093,82,107,42277,87,84,45399,0.8,0.8,1
line,fusion_id,3,77,74,46994,79,88,43798,56,88,43190,0.8,0.8,1,3,89,108,40603,73,59,46787,93,52,56354,0.8,0.8,1
line,fusion_id,3,56,80,44186,90,79,51326,63,64,38147,0.8,0.8,1,3,117,87,43509,72,73,38383,75,53,39611,0.8,0.8,1
line,fusion_id,3,73,90,37828,96,115,50633,87,66,46832,0.8,0.8,1,3,64,86,33823,55,112,42911,86,97,39877,0.8,0.8,1
line,fusion_id,3,86,82,42213,91,84,34984,68,61,43807,0.8,0.8,1,3,71,76,35065,84,70,37850,71,99,36789,0.8,0.8,1
line,fusion_id,3,78,78,37253,115,74,65511,61,90,36916,0.8,0.8,1,3,94,81,47730,38,92,34139,68,81,45279,0.8,0.8,1
line,fusion_id,3,100,96,43597,93,64,48125,91,75,33806,0.8,0.8,1,3,92,65,41786,71,62,41062,67,67,42315,0.8,0.8,1
line,fusion_id,3,66,85,38712,72,118,38106,94,70,42176,0.8,0.8,1,3,74,60,43143,92,67,43697,70,93,37896,0.8,0.8,1
line,fusion_id,3,97,93,43933,70,76,34023,78,82,48304,0.8,0.8,1,3,85,46,44149,75,67,33084,87,85,36460,0.8,0.8,1
line,fusion_id,3,61,105,45917,79,103,39068,78,91,47350,0.8,0.8,1,3,97,84,36192,61,80,43274,81,70,35786,0.8,0.8,1
line,fusion_id,3,57,61,40840,94,89,43471,60,79,44767,0.8,0.8,1,3,85,69,34384,100,79,41431,69,69,49315,0.8,0.8,1
line,fusion_id,3,65,86,44391,79,70,36432,81,75,34979,0.8,0.8,1,3,79,75,40749,77,86,37589,97,76,41633,0.8,0.8,1
line,fusion_id,3,83,71,32592,112,69,36548,85,96,44614,0.8,0.8,1,3,98,91,42704,63,53,38114,72,67,47545,0.8,0.8,1
line,fusion_id,3,66,118,43397,57,109,41119,70,82,32349,0.8,0.8,1,3,79,100,39500,57,80,34494,78,75,40465,0.8,0.8,1
line,fusion_id,3,76,68,43186,112,85,38389,100,100,38662,0.8,0.8,1,3,60,73,38988,68,96,49899,64,71,42578,0.8,0.8,1
line,fusion_id,3,83,59,37123,96,77,32781,80,60,42004,0.8,0.8,1,3,87,91,42313,70,82,41015,80,53,39360,0.8,0.8,1
line,fusion_id,3,74,64,43474,103,92,35337,79,72,41011,0.8,0.8,1,3,99,67,39921,101,76,39861,70,95,38805,0.8,0.8,1
line,fusion_id,3,77,59,52516,91,59,33871,80,72,34732,0.8,0.8,1,3,69,93,46969,88,85,35072,115,87,37336,0.8,0.8,1
line,fusion_id,3,68,122,39691,76,57,42663,76,80,49461,0.8,0.8,1,3,75,96,38685,64,96,34379,87,67,48412,0.8,0.8,1
line,fusion_id,3,98,85,33645,116,80,42169,98,96,41329,0.8,0.8,1,3,85,71,39071,66,75,40182,68,60,30257,0.8,0.8,1
line,fusion_id,3,85,54,43784,76,77,34467,62,125,43994,0.8,0.8,1,3,66,62,43226,105,76,30546,85,75,46590,0.8,0.8,1
line,fusion_id,3,73,97,36838,80,75,38460,76,85,37695,0.8,0.8,1,3,76,82,31834,44,76,25285,70,92,51506,0.8,0.8,1
line,fusion_id,3,106,70,36962,87,82,40034,99,67,41231,0.8,0.8,1,3,93,78,39957,91,72,45575,76,77,38203,0.8,0.8,1
line,fusion_id,3,80,91,38677,71,93,33291,61,80,43510,0.8,0.8,1,3,59,93,49799,92,68,36893,91,75,37658,0.8,0.8,1
line,fusion_id,3,88,75,34541,73,84,50192,86,83,37583,0.8,0.8,1,3,83,63,47947,60,85,41751,85,58,38447,0.8,0.8,1
line,fusion_id,3,61,82,34636,77,64,41230,104,71,39826,0.8,0.8,1,3,85,106,26372,73,72,42842,74,93,36109,0.8,0.8,1
line,fusion_id,3,105,89,35739,66,75,30489,112,73,35156,0.8,0.8,1,3,90,59,46797,72,100,34751,64,125,40904,0.8,0.8,1
line,fusion_id,3,101,69,46303,91,94,35870,74,64,33220,0.8,0.8,1,3,78,98,46286,56,79,34797,82,71,39048,0.8,0.8,1
line,fusion_id,3,72,79,36241,85,73,41995,70,75,34117,0.8,0.8,1,3,87,105,36881,91,73,38433,85,67,39981,0.8,0.8,1
line,fusion_id,3,91,96,33508,77,90,32730,94,96,39270,0.8,0.8,1,3,104,73,33757,71,61,35275,97,91,31748,0.8,0.8,1
line,fusion_id,3,55,75,42764,80,93,39548,100,91,29860,0.8,0.8,1,3,73,97,39948,74,104,43745,88,75,39261,0.8,0.8,1
line,fusion_id,3,81,89,36934,64,68,42510,75,84,36237,0.8,0.8,1,3,60,67,41970,83,75,32674,82,82,41197,0.8,0.8,1
line,fusion_id,3,97,90,35374,99,73,38165,93,78,44301,0.8,0.8,1,3,75,91,40116,90,62,41822,68,79,34910,0.8,0.8,1
line,fusion_id,3,74,44,51378,92,71,40435,68,73,43420,0.8,0.8,1,3,78,99,39725,121,76,37230,93,104,45522,0.8,0.8,1
line,fusion_id,3,55,86,37169,59,77,45806,69,69,46503,0.8,0.8,1,3,90,95,47954,87,70,40102,82,112,46611,0.8,0.8,1
line,fusion_id,3,87,91,33195,92,56,41629,82,99,35682,0.8,0.8,1,3,37,83,34144,90,84,48428,118,111,37888,0.8,0.8,1
line,fusion_id,3,83,63,40407,98,72,39679,90,87,37501,0.8,0.8,1,3,89,111,37541,92,64,45307,61,74,33491,0.8,0.8,1
line,fusion_id,3,81,70,36757,78,98,35262,77,79,33791,0.8,0.8,1,3,73,74,40327,58,74,42979,78,116,43932,0.8,0.8,1
line,fusion_id,3,82,80,39946,104,86,40841,79,82,31098,0.8,0.8,1,3,108,73,36987,106,85,44971,97,89,40331,0.8,0.8,1
line,fusion_id,3,97,80,38956,77,77,48579,94,58,36031,0.8,0.8,1,3,85,61,40669,59,87,44490,73,55,37571,0.8,0.8,1
line,fusion_id,3,73,102,37741,97,79,46757,79,81,37372,0.8,0.8,1,3,79,83,35615,94,69,36261,68,101,43113,0.8,0.8,1
line,fusion_id,3,64,116,47990,82,64,38582,46,101,41850,0.8,0.8,1,3,81,77,40403,93,74,28994,84,86,36013,0.8,0.8,1
line,fusion_id,3,77,82,35955,94,72,36120,92,98,52240,0.8,0.8,1,3,92,68,35739,88,85,47306,72,78,35854,0.8,0.8,1
line,fusion_id,3,97,77,39843,84,56,38916,78,85,41042,0.8,0.8,1,3,103,105,42978,87,82,36515,71,82,32424,0.8,0.8,1
line,fusion_id,3,80,97,54862,70,95,38802,92,88,28321,0.8,0.8,1,3,53,82,40093,81,71,34751,95,89,42446,0.8,0.8,1
line,fusion_id,3,75,70,39884,76,68,50086,105,78,38784,0.8,0.8,1,3,72,63,33447,104,87,44162,89,74,42690,0.8,0.8,1
line,fusion_id,3,73,70,48373,84,77,46763,89,78,44743,0.8,0.8,1,3,49,72,33002,79,68,41465,78,58,45621,0.8,0.8,1
line,fusion_id,3,73,107,41279,62,86,38332,93,106,35110,0.8,0.8,1,3,65,72,45873,102,65,46052,64,81,34399,0.8,0.8,1
line,fusion_id,3,63,89,36881,85,87,39135,79,83,42383,0.8,0.8,1,3,75,68,42611,52,92,31749,76,111,48365,0.8,0.8,1
line,fusion_id,3,53,82,44100,73,73,39034,96,86,38353,0.8,0.8,1,3,65,95,27581,74,65,44710,53,66,42311,0.8,0.8,1
line,fusion_id,3,78,104,35922,83,84,35221,69,68,38805,0.8,0.8,1,3,83,85,39600,60,78,35144,70,97,35293,0.8,0.8,1
line,fusion_id,3,63,109,38797,94,71,44051,94,79,36028,0.8,0.8,1,3,80,73,32768,71,94,41818,77,68,38050,0.8,0.8,1
line,fusion_id,3,63,69,45974,86,114,47623,89,75,42208,0.8,0.8,1,3,89,78,34220,87,60,40107,104,78,42748,0.8,0.8,1
line,fusion_id,3,77,104,47094,57,84,42234,111,89,39023,0.8,0.8,1,3,81,85,52981,60,69,52671,84,85,32741,0.8,0.8,1
line,fusion_id,3,75,78,45179,89,68,46377,85,111,50173,0.8,0.8,1,3,87,87,40436,62,61,36296,92,54,36296,0.8,0.8,1
line,fusion_id,3,64,100,34254,60,74,43780,74,107,56864,0.8,0.8,1,3,83,75,40902,75,91,39047,86,82,37117,0.8,0.8,1
line,fusion_id,3,82,56,27704,92,76,46590,75,96,41215,0.8,0.8,1,3,69,76,43084,85,78,43276,81,88,51654,0.8,0.8,1
line,fusion_id,3,57,81,40194,74,41,39063,86,81,49457,0.8,0.8,1,3,85,102,38854,75,78,45144,75,57,36577,0.8,0.8,1
line,fusion_id,3,79,105,38865,77,83,36302,73,65,57060,0.8,0.8,1,3,85,87,40130,94,68,44068,73,127,40995,0.8,0.8,1
line,fusion_id,3,55,61,38176,85,79,40043,83,94,39283,0.8,0.8,1,3,81,96,41307,86,70,33128,88,73,42501,0.8,0.8,1
line,fusion_id,3,93,98,39971,62,75,35063,83,77,31393,0.8,0.8,1,3,76,97,44508,83,104,34928,99,72,31799,0.8,0.8,1
line,fusion_id,3,101,74,33996,82,145,38495,90,61,35940,0.8,0.8,1,3,77,100,34717,92,59,46549,88,84,49084,0.8,0.8,1
line,fusion_id,3,87,58,41883,103,65,42604,89,73,47387,0.8,0.8,1,3,75,88,36435,73,74,30309,60,79,41496,0.8,0.8,1
line,fusion_id,3,86,68,44375,70,76,41861,83,77,35825,0.8,0.8,1,3,68,75,37335,83,97,45624,72,94,34280,0.8,0.8,1
line,fusion_id,3,72,80,41194,64,98,40299,102,83,44836,0.8,0.8,1,3,67,65,40757,91,89,40872,100,80,40241,0.8,0.8,1
line,fusion_id,3,79,101,31497,85,70,30268,35,81,42217,0.8,0.8,1,3,66,72,37622,73,75,36117,75,61,42323,0.8,0.8,1
line,fusion_id,3,87,83,39163,95,78,39068,81,66,43083,0.8,0.8,1,3,108,72,42068,57,74,29402,101,79,43579,0.8,0.8,1
line,fusion_id,3,64,82,44399,51,98,45340,82,84,30410,0.8,0.8,1,3,87,84,31659,110,109,40768,68,95,46897,0.8,0.8,1
line,fusion_id,3,97,70,37011,84,106,42238,64,76,37607,0.8,0.8,1,3,60,75,43482,92,74,36949,100,105,41820,0.8,0.8,1
line,fusion_id,3,72,89,48741,82,110,35961,98,87,40929,0.8,0.8,1,3,76,86,43473,99,72,46241,85,71,35474,0.8,0.8,1
line,fusion_id,3,99,76,41324,81,75,31638,68,92,35059,0.8,0.8,1,3,74,70,47777,51,70,42121,89,99,39476,0.8,0.8,1
line,fusion_id,3,63,88,43558,103,112,39581,75,63,32380,0.8,0.8,1,3,62,66,39230,94,49,34509,88,89,43697,0.8,0.8,1
line,fusion_id,3,81,75,39344,57,75,41491,98,63,38201,0.8,0.8,1,3,80,66,39834,90,85,45837,77,84,43415,0.8,0.8,1
line,fusion_id,3,72,74,38746,59,90,36272,63,78,41254,0.8,0.8,1,3,108,85,35586,96,72,29549,82,68,38714,0.8,0.8,1
line,fusion_id,3,81,87,37677,92,96,36088,101,80,36377,0.8,0.8,1,3,81,101,43153,90,83,39646,93,74,34088,0.8,0.8,1
line,fusion_id,3,62,83,45571,64,76,45111,82,54,45335,0.8,0.8,1,3,69,90,38596,76,66,36987,84,81,45315,0.8,0.8,1
line,fusion_id,3,62,66,25701,69,81,42709,106,89,44556,0.8,0.8,1,3,105,66,35292,90,78,45237,77,71,49642,0.8,0.8,1
line,fusion_id,3,73,75,28216,70,100,39660,67,68,36117,0.8,0.8,1,3,88,76,37310,85,89,44881,85,96,31803,0.8,0.8,1
line,fusion_id,3,65,65,37684,89,78,37978,88,84,39792,0.8,0.8,1,3,78,72,35668,85,127,38869,68,43,33675,0.8,0.8,1
line,fusion_id,3,87,66,34691,91,70,46864,96,63,47531,0.8,0.8,1,3,77,80,45954,64,82,50923,77,84,47097,0.8,0.8,1
line,fusion_id,3,59,69,37098,84,95,36781,79,73,45213,0.8,0.8,1,3,69,97,41594,98,76,39553,81,69,27451,0.8,0.8,1
line,fusion_id,3,75,80,41005,104,87,53149,67,79,36728,0.8,0.8,1,3,66,79,40536,68,92,51488,60,91,41334,0.8,0.8,1
line,fusion_id,3,77,76,38847,96,91,38791,71,90,52744,0.8,0.8,1,3,51,60,39909,73,73,32709,51,84,39828,0.8,0.8,1
line,fusion_id,3,60,107,34585,50,91,43184,100,90,35429,0.8,0.8,1,3,68,92,38747,100,88,44512,88,62,34440,0.8,0.8,1
line,fusion_id,3,84,91,27141,99,67,32708,85,104,33642,0.8,0.8,1,3,84,92,40333,74,84,30642,88,99,33817,0.8,0.8,1
line,fusion_id,3,73,94,29182,93,73,42323,129,82,29950,0.8,0.8,1,3,89,67,39372,94,59,33155,57,87,34977,0.8,0.8,1
line,fusion_id,3,80,70,35962,66,101,45508,88,111,35177,0.8,0.8,1,3,74,73,32284,83,79,37974,70,96,47211,0.8,0.8,1
line,fusion_id,3,61,63,37464,70,81,37722,87,67,46366,0.8,0.8,1,3,70,86,44622,63,71,35162,72,82,39474,0.8,0.8,1
line,fusion_id,3,82,74,39505,93,79,36709,52,79,40788,0.8,0.8,1,3,77,69,32671,76,81,36994,91,56,41932,0.8,0.8,1
line,fusion_id,3,103,90,40186,82,103,46871,87,58,34293,0.8,0.8,1,3,81,90,43301,84,97,31840,90,64,37250,0.8,0.8,1
line,fusion_id,3,77,86,47671,72,107,36655,71,59,36986,0.8,0.8,1,3,79,75,37726,91,68,32404,71,79,39618,0.8,0.8,1
line,fusion_id,3,81,81,49361,81,72,35649,91,102,37478,0.8,0.8,1,3,85,74,43791,61,60,32498,98,64,49823,0.8,0.8,1
line,fusion_id,3,84,116,39829,66,78,36576,99,95,42446,0.8,0.8,1,3,86,72,43751,61,59,56050,103,68,37751,0.8,0.8,1
line,fusion_id,3,91,65,36226,66,81,36509,103,76,34762,0.8,0.8,1,3,93,63,41343,105,75,40678,65,72,43742,0.8,0.8,1
line,fusion_id,3,70,93,38187,76,78,33511,80,85,41800,0.8,0.8,1,3,67,96,40382,72,64,37379,80,73,44261,0.8,0.8,1
line,fusion_id,3,99,72,37774,95,83,51829,81,107,30704,0.8,0.8,1,3,99,78,35785,73,64,32085,76,74,43960,0.8,0.8,1
line,fusion_id,3,49,77,43330,76,89,40665,82,57,33618,0.8,0.8,1,3,107,105,44053,67,81,43584,68,110,36099,0.8,0.8,1
line,fusion_id,3,77,94,39557,87,70,36179,76,72,36269,0.8,0.8,1,3,67,93,34649,95,98,44448,86,60,38202,0.8,0.8,1
line,fusion_id,3,71,97,42759,81,91,32431,57,79,42374,0.8,0.8,1,3,61,80,47488,102,82,36824,97,70,32996,0.8,0.8,1
line,fusion_id,3,56,101,39484,97,65,43303,78,89,41309,0.8,0.8,1,3,113,70,36150,84,112,39552,69,65,44002,0.8,0.8,1
line,fusion_id,3,79,99,41815,64,66,40939,90,73,43588,0.8,0.8,1,3,81,54,47212,54,82,41792,81,95,40766,0.8,0.8,1
line,fusion_id,3,92,71,42629,91,71,38468,90,69,41743,0.8,0.8,1,3,83,104,36503,74,86,43291,73,83,43420,0.8,0.8,1
line,fusion_id,3,90,91,40531,77,78,39059,119,88,40666,0.8,0.8,1,3,87,83,33473,82,92,41302,83,92,29850,0.8,0.8,1
line,fusion_id,3,78,68,43033,73,68,52685,66,69,40683,0.8,0.8,1,3,63,89,42537,81,61,42604,98,91,43634,0.8,0.8,1
line,fusion_id,3,101,96,54117,105,88,39045,72,71,42455,0.8,0.8,1,3,59,69,39376,69,131,40461,56,83,41314,0.8,0.8,1
line,fusion_id,3,64,79,37813,51,60,47093,76,85,45340,0.8,0.8,1,3,84,99,38833,77,64,41691,91,60,43079,0.8,0.8,1
line,fusion_id,3,96,74,46430,91,87,27957,73,75,40394,0.8,0.8,1,3,89,69,35825,73,66,42392,75,104,42850,0.8,0.8,1
line,fusion_id,3,74,72,44694,79,80,31512,113,79,31055,0.8,0.8,1,3,84,88,29842,79,80,47050,64,85,46000,0.8,0.8,1
line,fusion_id,3,85,84,35923,65,75,39706,101,79,36314,0.8,0.8,1,3,103,70,32923,103,86,38603,97,73,27572,0.8,0.8,1
line,fusion_id,3,67,89,37934,55,90,44940,67,66,25303,0.8,0.8,1,3,80,79,33516,81,110,37926,90,99,36607,0.8,0.8,1
line,fusion_id,3,99,85,38276,57,83,46960,58,67,46292,0.8,0.8,1,3,100,65,47397,79,91,40023,65,79,48164,0.8,0.8,1
line,fusion_id,3,88,71,29844,73,85,51260,112,62,46880,0.8,0.8,1,3,80,95,43889,81,70,39892,88,71,49643,0.8,0.8,1
line,fusion_id,3,72,113,37430,73,71,44561,83,66,41469,0.8,0.8,1,3,100,76,38927,90,77,44603,76,62,33349,0.8,0.8,1
line,fusion_id,3,96,91,38870,84,59,32193,89,85,50267,0.8,0.8,1,3,87,75,47849,82,85,42947,68,66,32382,0.8,0.8,1
line,fusion_id,3,77,79,42711,71,62,35421,65,99,32818,0.8,0.8,1,3,75,83,47593,56,88,41499,70,65,42139,0.8,0.8,1
line,fusion_id,3,74,89,43625,76,71,36492,58,70,30636,0.8,0.8,1,3,76,70,49942,93,77,48827,71,88,40995,0.8,0.8,1
line,fusion_id,3,67,102,39548,94,84,40970,59,93,44587,0.8,0.8,1,3,79,58,43164,100,63,44759,108,72,38492,0.8,0.8,1
line,fusion_id,3,66,75,37408,75,106,32005,84,92,40392,0.8,0.8,1,3,92,95,33855,59,83,33530,90,76,43236,0.8,0.8,1
line,fusion_id,3,67,88,40945,55,57,38788,60,62,34115,0.8,0.8,1,3,67,72,32307,81,66,35854,76,73,36650,0.8,0.8,1
line,fusion_id,3,61,76,38195,102,119,44530,68,82,37947,0.8,0.8,1,3,91,85,26855,81,68,36521,78,77,38041,0.8,0.8,1
line,fusion_id,3,83,64,44471,54,75,49172,63,73,35122,0.8,0.8,1,3,72,75,40657,71,75,40857,82,60,38656,0.8,0.8,1
line,fusion_id,3,58,104,45394,64,92,35313,72,56,42796,0.8,0.8,1,3,77,71,38075,71,92,37154,93,73,41768,0.8,0.8,1
line,fusion_id,3,79,65,32049,57,100,46697,73,68,36487,0.8,0.8,1,3,68,86,38579,85,119,44024,76,77,35931,0.8,0.8,1
line,fusion_id,3,76,96,37719,94,71,37590,70,72,37974,0.8,0.8,1,3,65,53,36184,93,89,37346,73,95,44300,0.8,0.8,1
line,fusion_id,3,86,79,39550,63,67,41679,72,67,41822,0.8,0.8,1,3,95,72,37519,90,81,44198,79,87,47751,0.8,0.8,1
line,fusion_id,3,71,81,55366,83,86,45166,82,81,29453,0.8,0.8,1,3,80,80,35060,93,91,36999,83,94,23280,0.8,0.8,1
line,fusion_id,3,77,75,43177,73,87,39616,74,80,44194,0.8,0.8,1,3,91,81,45937,73,75,37116,58,64,42020,0.8,0.8,1
line,fusion_id,3,79,77,46197,82,68,35458,106,72,39434,0.8,0.8,1,3,72,79,43508,71,76,36444,91,71,43532,0.8,0.8,1
line,fusion_id,3,79,79,44480,62,58,49099,59,48,35342,0.8,0.8,1,3,76,58,33357,67,81,49578,119,68,41909,0.8,0.8,1
line,fusion_id,3,65,75,32587,68,119,33520,73,56,40170,0.8,0.8,1,3,69,73,42592,87,89,39072,71,59,40014,0.8,0.8,1
